"Name","Start","End","Duration","Process"
"Back To The River - Susan Tedeschi","2023-01-03T10:37:53.0000000","2023-01-03T10:40:21.0000000","0:02:28","TIDAL"
"Google Chrome","2023-01-03T10:40:21.0000000","2023-01-03T10:41:58.0000000","0:01:37","Google Chrome"
"You Got The Silver - Susan Tedeschi","2023-01-03T10:41:58.0000000","2023-01-03T10:42:46.0000000","0:00:48","TIDAL"
"Good Times - The Rolling Stones","2023-01-03T10:42:46.0000000","2023-01-03T10:43:23.0000000","0:00:37","TIDAL"
"Can't You Hear Me Knocking - The Rolling Stones","2023-01-03T10:43:23.0000000","2023-01-03T10:44:47.0000000","0:01:24","TIDAL"
"Like a Stone - Audioslave","2023-01-03T10:44:47.0000000","2023-01-03T10:45:23.0000000","0:00:36","TIDAL"
"Ain't No Sunshine (feat. Tracy Chapman) - Buddy Guy, Tracy Chapman","2023-01-03T10:45:23.0000000","2023-01-03T10:47:12.0000000","0:01:49","TIDAL"
"Google Chrome","2023-01-03T10:47:12.0000000","2023-01-03T10:47:45.0000000","0:00:33","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-03T10:47:45.0000000","2023-01-03T10:47:52.0000000","0:00:07","Google Chrome"
"Facebook - Google Chrome","2023-01-03T10:47:52.0000000","2023-01-03T10:48:12.0000000","0:00:20","Google Chrome"
"Nikt nie pomoże lepiej niż Ty - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-03T10:48:12.0000000","2023-01-03T10:48:25.0000000","0:00:13","Google Chrome"
"Gigabyte Aorus G24F - Monitor - Morele.net - Google Chrome","2023-01-03T10:48:25.0000000","2023-01-03T10:49:25.0000000","0:01:00","Google Chrome"
"Nowa karta - Google Chrome","2023-01-03T10:49:25.0000000","2023-01-03T10:49:41.0000000","0:00:16","Google Chrome"
"mniej klatek niz hc w monitorze - Szukaj w Google - Google Chrome","2023-01-03T10:49:41.0000000","2023-01-03T10:49:46.0000000","0:00:05","Google Chrome"
"Mniej FPS niz Hz - Monitory i projektory - forum.benchmark.pl - Google Chrome","2023-01-03T10:49:46.0000000","2023-01-03T10:50:13.0000000","0:00:27","Google Chrome"
"Nowa karta - Google Chrome","2023-01-03T10:50:13.0000000","2023-01-03T10:50:21.0000000","0:00:08","Google Chrome"
"Nikt nie pomoże lepiej niż Ty - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-03T10:50:21.0000000","2023-01-03T10:50:26.0000000","0:00:05","Google Chrome"
"g sync displayport - Szukaj w Google - Google Chrome","2023-01-03T10:50:26.0000000","2023-01-03T10:50:36.0000000","0:00:10","Google Chrome"
"Gigabyte Aorus G24F - Monitor - Morele.net - Google Chrome","2023-01-03T10:50:36.0000000","2023-01-03T10:51:10.0000000","0:00:34","Google Chrome"
"Odebrane (2 382) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-03T10:51:10.0000000","2023-01-03T10:51:33.0000000","0:00:23","Google Chrome"
"Facebook - Google Chrome","2023-01-03T10:51:33.0000000","2023-01-03T10:52:25.0000000","0:00:52","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-03T10:52:25.0000000","2023-01-03T10:52:36.0000000","0:00:11","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-03T10:52:36.0000000","2023-01-03T10:52:56.0000000","0:00:20","System operacyjny Microsoft® Windows®"
"I've Got Dreams To Remember (feat. John Mayer) - Buddy Guy, John Mayer","2023-01-03T10:52:56.0000000","2023-01-03T10:53:25.0000000","0:00:29","TIDAL"
"Nowa karta - Google Chrome","2023-01-03T10:53:25.0000000","2023-01-03T10:53:31.0000000","0:00:06","Google Chrome"
"bring em in buddy guy - Szukaj w Google - Google Chrome","2023-01-03T10:53:31.0000000","2023-01-03T10:53:38.0000000","0:00:07","Google Chrome"
"Bring 'Em In (Buddy Guy album) - Wikipedia - Google Chrome","2023-01-03T10:53:38.0000000","2023-01-03T10:53:58.0000000","0:00:20","Google Chrome"
"Guy, Buddy - Bring 'Em In - Amazon.com Music - Google Chrome","2023-01-03T10:53:58.0000000","2023-01-03T10:54:06.0000000","0:00:08","Google Chrome"
"Guy, Buddy - Bring 'Em In - Amazon.com Music - Google Chrome","2023-01-03T10:54:06.0000000","2023-01-03T10:54:11.0000000","0:00:05","Google Chrome"
"bring em in buddy guy - Szukaj w Google - Google Chrome","2023-01-03T10:54:11.0000000","2023-01-03T10:54:19.0000000","0:00:08","Google Chrome"
"Bring 'Em In (Buddy Guy album) - Wikipedia - Google Chrome","2023-01-03T10:54:19.0000000","2023-01-03T10:54:26.0000000","0:00:07","Google Chrome"
"Nowa karta - Google Chrome","2023-01-03T10:54:26.0000000","2023-01-03T10:54:57.0000000","0:00:31","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-03T19:53:33.0000000","2023-01-03T19:53:38.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"RStudio","2023-01-03T19:53:38.0000000","2023-01-03T19:53:48.0000000","0:00:10","RStudio"
"Logowanie - Google Chrome","2023-01-03T19:53:48.0000000","2023-01-03T19:53:53.0000000","0:00:05","Google Chrome"
"Na skróty - MÓJ USOSWEB - USOSWEB PW - Google Chrome","2023-01-03T19:53:53.0000000","2023-01-03T19:54:13.0000000","0:00:20","Google Chrome"
"Techniki wizualizacji danych - sprawdziany - USOSWEB PW - Google Chrome","2023-01-03T19:54:13.0000000","2023-01-03T19:55:01.0000000","0:00:48","Google Chrome"
"https://www.facebook.com - Google Chrome","2023-01-03T19:55:01.0000000","2023-01-03T19:55:06.0000000","0:00:05","Google Chrome"
"Facebook - Google Chrome","2023-01-03T19:55:06.0000000","2023-01-03T19:55:39.0000000","0:00:33","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-03T19:55:39.0000000","2023-01-03T19:55:44.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Nowa karta - Google Chrome","2023-01-03T19:55:44.0000000","2023-01-03T19:55:49.0000000","0:00:05","Google Chrome"
"RStudio","2023-01-03T19:55:49.0000000","2023-01-03T19:57:25.0000000","0:01:36","RStudio"
"data frame r - Szukaj w Google - Google Chrome","2023-01-03T19:57:25.0000000","2023-01-03T19:57:31.0000000","0:00:06","Google Chrome"
"R - Data Frames - Google Chrome","2023-01-03T19:57:31.0000000","2023-01-03T19:57:42.0000000","0:00:11","Google Chrome"
"RStudio","2023-01-03T19:57:42.0000000","2023-01-03T19:58:57.0000000","0:01:15","RStudio"
"Nowa karta - Google Chrome","2023-01-03T19:58:57.0000000","2023-01-03T19:59:04.0000000","0:00:07","Google Chrome"
"ggplot2 line plot : Quick start guide - R software and data visualization - Easy Guides - Wiki - STHDA - Google Chrome","2023-01-03T19:59:04.0000000","2023-01-03T19:59:15.0000000","0:00:11","Google Chrome"
"RStudio","2023-01-03T19:59:15.0000000","2023-01-03T20:02:43.0000000","0:03:28","RStudio"
"Nowa karta - Google Chrome","2023-01-03T20:02:43.0000000","2023-01-03T20:02:52.0000000","0:00:09","Google Chrome"
"r - Filling in the area under a line graph in ggplot2: geom_area() - Stack Overflow - Google Chrome","2023-01-03T20:02:52.0000000","2023-01-03T20:03:27.0000000","0:00:35","Google Chrome"
"color area under line ggplot - Szukaj w Google - Google Chrome","2023-01-03T20:03:27.0000000","2023-01-03T20:03:32.0000000","0:00:05","Google Chrome"
"Area chart with R and ggplot2 – the R Graph Gallery - Google Chrome","2023-01-03T20:03:32.0000000","2023-01-03T20:03:42.0000000","0:00:10","Google Chrome"
"RStudio","2023-01-03T20:03:42.0000000","2023-01-03T20:04:29.0000000","0:00:47","RStudio"
"Area chart with R and ggplot2 – the R Graph Gallery - Google Chrome","2023-01-03T20:04:29.0000000","2023-01-03T20:04:36.0000000","0:00:07","Google Chrome"
"RStudio","2023-01-03T20:04:36.0000000","2023-01-03T20:04:57.0000000","0:00:21","RStudio"
"Plot Zoom","2023-01-03T20:04:57.0000000","2023-01-03T20:05:08.0000000","0:00:11","RStudio"
"RStudio","2023-01-03T20:05:08.0000000","2023-01-03T20:08:42.0000000","0:03:34","RStudio"
"Nowa karta - Google Chrome","2023-01-03T20:08:42.0000000","2023-01-03T20:08:53.0000000","0:00:11","Google Chrome"
"Combine Multiple GGPlots in One Graph - Articles - STHDA - Google Chrome","2023-01-03T20:08:53.0000000","2023-01-03T20:09:13.0000000","0:00:20","Google Chrome"
"r - How to combine 2 plots (ggplot) into one plot? - Stack Overflow - Google Chrome","2023-01-03T20:09:13.0000000","2023-01-03T20:09:45.0000000","0:00:32","Google Chrome"
"RStudio","2023-01-03T20:09:45.0000000","2023-01-03T20:10:42.0000000","0:00:57","RStudio"
"r - How to combine 2 plots (ggplot) into one plot? - Stack Overflow - Google Chrome","2023-01-03T20:10:42.0000000","2023-01-03T20:10:50.0000000","0:00:08","Google Chrome"
"RStudio","2023-01-03T20:10:50.0000000","2023-01-03T20:11:15.0000000","0:00:25","RStudio"
"r - How to combine 2 plots (ggplot) into one plot? - Stack Overflow - Google Chrome","2023-01-03T20:11:15.0000000","2023-01-03T20:11:41.0000000","0:00:26","Google Chrome"
"RStudio","2023-01-03T20:11:41.0000000","2023-01-03T20:13:05.0000000","0:01:24","RStudio"
"color area under line ggplot - Szukaj w Google - Google Chrome","2023-01-03T20:13:05.0000000","2023-01-03T20:13:17.0000000","0:00:12","Google Chrome"
"Area chart with R and ggplot2 – the R Graph Gallery - Google Chrome","2023-01-03T20:13:17.0000000","2023-01-03T20:13:25.0000000","0:00:08","Google Chrome"
"RStudio","2023-01-03T20:13:25.0000000","2023-01-03T20:13:39.0000000","0:00:14","RStudio"
"Facebook - Google Chrome","2023-01-03T20:13:39.0000000","2023-01-03T20:13:44.0000000","0:00:05","Google Chrome"
"Nowa karta - Google Chrome","2023-01-03T20:13:44.0000000","2023-01-03T20:13:53.0000000","0:00:09","Google Chrome"
"Nowa karta - Google Chrome","2023-01-03T20:13:53.0000000","2023-01-03T20:13:59.0000000","0:00:06","Google Chrome"
"How to Combine Multiple GGPlots into a Figure - Datanovia - Google Chrome","2023-01-03T20:13:59.0000000","2023-01-03T20:14:10.0000000","0:00:11","Google Chrome"
"Combining Multiple ggplot2 Plots for Scientific Publications - One Zero Blog - Google Chrome","2023-01-03T20:14:10.0000000","2023-01-03T20:14:25.0000000","0:00:15","Google Chrome"
"Combining Multiple ggplot2 Plots for Scientific Publications - One Zero Blog - Google Chrome","2023-01-03T20:14:25.0000000","2023-01-03T20:14:30.0000000","0:00:05","Google Chrome"
"2 graphs on 1 plot ggplot - Szukaj w Google - Google Chrome","2023-01-03T20:14:30.0000000","2023-01-03T20:14:36.0000000","0:00:06","Google Chrome"
"ggplot2 - Easy way to mix multiple graphs on the same page - Easy Guides - Wiki - STHDA - Google Chrome","2023-01-03T20:14:36.0000000","2023-01-03T20:14:45.0000000","0:00:09","Google Chrome"
"ggplot2 - Easy Way to Mix Multiple Graphs on The Same Page - Articles - STHDA - Google Chrome","2023-01-03T20:14:45.0000000","2023-01-03T20:14:56.0000000","0:00:11","Google Chrome"
"RStudio","2023-01-03T20:14:56.0000000","2023-01-03T20:16:10.0000000","0:01:14","RStudio"
"combine 2 plots ggplot - Szukaj w Google - Google Chrome","2023-01-03T20:16:10.0000000","2023-01-03T20:16:20.0000000","0:00:10","Google Chrome"
"ggplot2 scatter plots : Quick start guide - R software and data visualization - Easy Guides - Wiki - STHDA - Google Chrome","2023-01-03T20:16:20.0000000","2023-01-03T20:16:47.0000000","0:00:27","Google Chrome"
"Nowa karta - Google Chrome","2023-01-03T20:16:47.0000000","2023-01-03T20:16:54.0000000","0:00:07","Google Chrome"
"Jak tworzyć wykresy z pakietem ggplot2? | Przewodnik po pakiecie R v. 4.0 - Google Chrome","2023-01-03T20:16:54.0000000","2023-01-03T20:17:01.0000000","0:00:07","Google Chrome"
"Jak składać wykres z kilku warstw? | Przewodnik po pakiecie R v. 4.0 - Google Chrome","2023-01-03T20:17:01.0000000","2023-01-03T20:17:15.0000000","0:00:14","Google Chrome"
"Jak modyfikować układ współrzędnych? | Przewodnik po pakiecie R v. 4.0 - Google Chrome","2023-01-03T20:17:15.0000000","2023-01-03T20:17:20.0000000","0:00:05","Google Chrome"
"Jak modyfikować styl wykresu? | Przewodnik po pakiecie R v. 4.0 - Google Chrome","2023-01-03T20:17:20.0000000","2023-01-03T20:17:25.0000000","0:00:05","Google Chrome"
"Jak składać wykres z kilku warstw? | Przewodnik po pakiecie R v. 4.0 - Google Chrome","2023-01-03T20:17:25.0000000","2023-01-03T20:17:35.0000000","0:00:10","Google Chrome"
"ggplot2 scatter plots : Quick start guide - R software and data visualization - Easy Guides - Wiki - STHDA - Google Chrome","2023-01-03T20:17:35.0000000","2023-01-03T20:18:13.0000000","0:00:38","Google Chrome"
"RStudio","2023-01-03T20:18:13.0000000","2023-01-03T20:19:01.0000000","0:00:48","RStudio"
"Nowa karta - Google Chrome","2023-01-03T20:19:01.0000000","2023-01-03T20:19:08.0000000","0:00:07","Google Chrome"
"Nowa karta - Google Chrome","2023-01-03T20:19:08.0000000","2023-01-03T20:19:15.0000000","0:00:07","Google Chrome"
"r - Plotting multiple time series on the same plot using ggplot() - Stack Overflow - Google Chrome","2023-01-03T20:19:15.0000000","2023-01-03T20:19:43.0000000","0:00:28","Google Chrome"
"RStudio","2023-01-03T20:19:43.0000000","2023-01-03T20:20:21.0000000","0:00:38","RStudio"
"Plot Zoom","2023-01-03T20:20:21.0000000","2023-01-03T20:20:50.0000000","0:00:29","RStudio"
"RStudio","2023-01-03T20:20:50.0000000","2023-01-03T20:21:01.0000000","0:00:11","RStudio"
"Plot Zoom","2023-01-03T20:21:01.0000000","2023-01-03T20:21:09.0000000","0:00:08","RStudio"
"RStudio","2023-01-03T20:21:09.0000000","2023-01-03T20:21:16.0000000","0:00:07","RStudio"
"Plot Zoom","2023-01-03T20:21:16.0000000","2023-01-03T20:21:25.0000000","0:00:09","RStudio"
"RStudio","2023-01-03T20:21:25.0000000","2023-01-03T20:21:44.0000000","0:00:19","RStudio"
"Plot Zoom","2023-01-03T20:21:44.0000000","2023-01-03T20:21:54.0000000","0:00:10","RStudio"
"RStudio","2023-01-03T20:21:54.0000000","2023-01-03T20:22:02.0000000","0:00:08","RStudio"
"Plot Zoom","2023-01-03T20:22:02.0000000","2023-01-03T20:22:21.0000000","0:00:19","RStudio"
"RStudio","2023-01-03T20:22:21.0000000","2023-01-03T20:22:56.0000000","0:00:35","RStudio"
"r - Plotting multiple time series on the same plot using ggplot() - Stack Overflow - Google Chrome","2023-01-03T20:22:56.0000000","2023-01-03T20:23:02.0000000","0:00:06","Google Chrome"
"random vektor r - Szukaj w Google - Google Chrome","2023-01-03T20:23:02.0000000","2023-01-03T20:23:07.0000000","0:00:05","Google Chrome"
"How to Create a Vector with Random Numbers in R [Examples] - Google Chrome","2023-01-03T20:23:07.0000000","2023-01-03T20:23:32.0000000","0:00:25","Google Chrome"
"RStudio","2023-01-03T20:23:32.0000000","2023-01-03T20:25:00.0000000","0:01:28","RStudio"
"How to Create a Vector with Random Numbers in R [Examples] - Google Chrome","2023-01-03T20:25:00.0000000","2023-01-03T20:25:06.0000000","0:00:06","Google Chrome"
"rnorm function - RDocumentation - Google Chrome","2023-01-03T20:25:06.0000000","2023-01-03T20:25:16.0000000","0:00:10","Google Chrome"
"R: The Normal Distribution - Google Chrome","2023-01-03T20:25:16.0000000","2023-01-03T20:25:27.0000000","0:00:11","Google Chrome"
"Area chart with R and ggplot2 – the R Graph Gallery - Google Chrome","2023-01-03T20:25:27.0000000","2023-01-03T20:25:32.0000000","0:00:05","Google Chrome"
"sample function - RDocumentation - Google Chrome","2023-01-03T20:25:32.0000000","2023-01-03T20:25:54.0000000","0:00:22","Google Chrome"
"How to choose a random number in R (Revolutions) - Google Chrome","2023-01-03T20:25:54.0000000","2023-01-03T20:26:02.0000000","0:00:08","Google Chrome"
"RStudio","2023-01-03T20:26:02.0000000","2023-01-03T20:27:37.0000000","0:01:35","RStudio"
"Plot Zoom","2023-01-03T20:27:37.0000000","2023-01-03T20:27:43.0000000","0:00:06","RStudio"
"RStudio","2023-01-03T20:27:43.0000000","2023-01-03T20:30:20.0000000","0:02:37","RStudio"
"How to choose a random number in R (Revolutions) - Google Chrome","2023-01-03T20:30:20.0000000","2023-01-03T20:30:27.0000000","0:00:07","Google Chrome"
"star layer for ggplot2 - Google Chrome","2023-01-03T20:30:27.0000000","2023-01-03T20:30:58.0000000","0:00:31","Google Chrome"
"RStudio","2023-01-03T20:30:58.0000000","2023-01-03T20:38:46.0000000","0:07:48","RStudio"
"Plot Zoom","2023-01-03T20:38:46.0000000","2023-01-03T20:39:03.0000000","0:00:17","RStudio"
"RStudio","2023-01-03T20:39:03.0000000","2023-01-03T20:39:14.0000000","0:00:11","RStudio"
"Plot Zoom","2023-01-03T20:39:14.0000000","2023-01-03T20:39:21.0000000","0:00:07","RStudio"
"RStudio","2023-01-03T20:39:21.0000000","2023-01-03T20:39:38.0000000","0:00:17","RStudio"
"scatter plus line on 1 graph ggplot - Szukaj w Google - Google Chrome","2023-01-03T20:39:38.0000000","2023-01-03T20:39:43.0000000","0:00:05","Google Chrome"
"RStudio","2023-01-03T20:39:43.0000000","2023-01-03T20:40:51.0000000","0:01:08","RStudio"
"star layer for ggplot2 - Google Chrome","2023-01-03T20:40:51.0000000","2023-01-03T20:41:24.0000000","0:00:33","Google Chrome"
"RStudio","2023-01-03T20:41:24.0000000","2023-01-03T20:44:47.0000000","0:03:23","RStudio"
"star layer for ggplot2 - Google Chrome","2023-01-03T20:44:47.0000000","2023-01-03T20:45:11.0000000","0:00:24","Google Chrome"
"geom_star: Star layer in ggstar: Multiple Geometric Shape Point Layer for 'ggplot2' - Google Chrome","2023-01-03T20:45:11.0000000","2023-01-03T20:45:20.0000000","0:00:09","Google Chrome"
"RStudio","2023-01-03T20:45:20.0000000","2023-01-03T20:47:20.0000000","0:02:00","RStudio"
"Plot Zoom","2023-01-03T20:47:20.0000000","2023-01-03T20:47:28.0000000","0:00:08","RStudio"
"RStudio","2023-01-03T20:47:28.0000000","2023-01-03T20:48:04.0000000","0:00:36","RStudio"
"geom_star: Star layer in ggstar: Multiple Geometric Shape Point Layer for 'ggplot2' - Google Chrome","2023-01-03T20:48:04.0000000","2023-01-03T20:48:10.0000000","0:00:06","Google Chrome"
"Remove Legend in ggplot2 (3 Example Codes) | Hide One or All Legends - Google Chrome","2023-01-03T20:48:10.0000000","2023-01-03T20:48:23.0000000","0:00:13","Google Chrome"
"RStudio","2023-01-03T20:48:23.0000000","2023-01-03T20:49:08.0000000","0:00:45","RStudio"
"Remove Legend in ggplot2 (3 Example Codes) | Hide One or All Legends - Google Chrome","2023-01-03T20:49:08.0000000","2023-01-03T20:49:20.0000000","0:00:12","Google Chrome"
"legend ggplot - Szukaj w Google - Google Chrome","2023-01-03T20:49:20.0000000","2023-01-03T20:49:25.0000000","0:00:05","Google Chrome"
"ggplot2 legend : Easy steps to change the position and the appearance of a graph legend in R software - Easy Guides - Wiki - STHDA - Google Chrome","2023-01-03T20:49:25.0000000","2023-01-03T20:50:03.0000000","0:00:38","Google Chrome"
"RStudio","2023-01-03T20:50:03.0000000","2023-01-03T20:51:50.0000000","0:01:47","RStudio"
"scatter plus line on 1 graph ggplot - Szukaj w Google - Google Chrome","2023-01-03T20:51:50.0000000","2023-01-03T20:51:56.0000000","0:00:06","Google Chrome"
"ggplot2 colors : How to change colors automatically and manually? - Easy Guides - Wiki - STHDA - Google Chrome","2023-01-03T20:51:56.0000000","2023-01-03T20:53:11.0000000","0:01:15","Google Chrome"
"RStudio","2023-01-03T20:53:11.0000000","2023-01-03T20:53:57.0000000","0:00:46","RStudio"
"Dealing with color in ggplot2 | the R Graph Gallery - Google Chrome","2023-01-03T20:53:57.0000000","2023-01-03T20:54:31.0000000","0:00:34","Google Chrome"
"Colors (ggplot2) - Google Chrome","2023-01-03T20:54:31.0000000","2023-01-03T20:54:57.0000000","0:00:26","Google Chrome"
